;intézmény megyéje;intézmény városa;vizsgázó évfolyama;vizsgázó képzési típusa;vizsgázó neme;vizsgázó képzési munkarendje;vizsgatárgy neve;vizsga szintje;vizsga fajtája;vizsgamentesség;vizsga nyelve;érdemjegy;össz százalék;össz pontszám;vizsgázó részvétele;I. feleletválasztós kérdéssor;II. esszé: tartalom;II. esszé:  kifejtés módja;III. összetett feladatok;írásbeli pontszám;mérés és tételkifejtés: tartalmi helyesség;mérés és tételkifejtés: felépítés, kifejtés;szóbeli pontszám;év;szint;időszak;egy téma kifejtése kísérlettel vagy méréssel: tartalom;egy téma kifejtése kísérlettel vagy méréssel: felépítés, kifejtés;II. összetett feladatok
17710;Csongrád;Szentes;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;a szóbeli vizsgát írásban teszi le (100/1997. Korm. rend. 37. § (1)-(3));magyar;4.0;69.0;104.0;megjelent;12.0;;;;44.0;;;60.0;2012;K;ősz;55.0;5.0;32.0
17711;Csongrád;Szeged;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;55.0;83.0;megjelent;22.0;;;;43.0;;;40.0;2012;K;ősz;36.0;4.0;21.0
17712;Csongrád;Szeged;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;4.0;60.0;90.0;megjelent;20.0;;;;30.0;;;60.0;2012;K;ősz;55.0;5.0;10.0
17713;Csongrád;Szeged;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;82.0;124.0;megjelent;34.0;;;;68.0;;;56.0;2012;K;ősz;52.0;4.0;34.0
17714;Csongrád;Szeged;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;42.0;63.0;megjelent;14.0;;;;55.0;;;8.0;2012;K;ősz;7.0;1.0;41.0
17715;Csongrád;Szeged;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;2.0;31.0;47.0;megjelent;24.0;;;;35.0;;;12.0;2012;K;ősz;11.0;1.0;11.0
17716;Csongrád;Szeged;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;60.0;90.0;megjelent;22.0;;;;40.0;;;50.0;2012;K;ősz;46.0;4.0;18.0
17717;Csongrád;Szeged;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;62.0;93.0;megjelent;20.0;;;;37.0;;;56.0;2012;K;ősz;52.0;4.0;17.0
17718;Csongrád;Hódmezõvásárhely;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;5.0;82.0;123.0;megjelent;28.0;;;;66.0;;;57.0;2012;K;ősz;53.0;4.0;38.0
17719;Csongrád;Kistelek;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;46.0;70.0;megjelent;14.0;;;;33.0;;;37.0;2012;K;ősz;34.0;3.0;19.0
17720;Csongrád;Szeged;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;44.0;67.0;megjelent;26.0;;;;44.0;;;23.0;2012;K;ősz;20.0;3.0;18.0
17721;Csongrád;Hódmezõvásárhely;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;2.0;22.0;34.0;megjelent;16.0;;;;28.0;;;6.0;2012;K;ősz;6.0;0.0;12.0
17722;Csongrád;Szeged;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;45.0;68.0;megjelent;26.0;;;;47.0;;;21.0;2012;K;ősz;19.0;2.0;21.0
17723;Csongrád;Makó;12.0;gimnázium;férfi;felnõttoktatás, esti/levelezõ;fizika;közép;rendes;-;magyar;3.0;47.0;71.0;megjelent;18.0;;;;32.0;;;39.0;2012;K;ősz;36.0;3.0;14.0
17724;Csongrád;Makó;12.0;gimnázium;nõ;felnõttoktatás, esti/levelezõ;fizika;közép;rendes;-;magyar;2.0;21.0;32.0;megjelent;8.0;;;;10.0;;;22.0;2012;K;ősz;20.0;2.0;2.0
17725;Csongrád;Makó;12.0;gimnázium;férfi;felnõttoktatás, esti/levelezõ;fizika;közép;rendes;-;magyar;3.0;44.0;67.0;megjelent;14.0;;;;23.0;;;44.0;2012;K;ősz;39.0;5.0;9.0
17726;Csongrád;Hódmezõvásárhely;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;60.0;91.0;megjelent;22.0;;;;36.0;;;55.0;2012;K;ősz;51.0;4.0;14.0
17727;Csongrád;Szeged;12.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;2.0;26.0;39.0;megjelent;12.0;;;;21.0;;;18.0;2012;K;ősz;17.0;1.0;9.0
17728;Csongrád;Szeged;12.0;szakközép;nõ;nappali;fizika;közép;elõrehozott;-;magyar;2.0;22.0;33.0;megjelent;14.0;;;;14.0;;;19.0;2012;K;ősz;18.0;1.0;0.0
17729;Csongrád;Szeged;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;88.0;133.0;megjelent;28.0;;;;73.0;;;60.0;2012;K;ősz;55.0;5.0;45.0
17730;Csongrád;Szentes;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;87.0;131.0;megjelent;28.0;;;;71.0;;;60.0;2012;K;ősz;55.0;5.0;43.0
17731;Csongrád;Szeged;12.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;2.0;20.0;31.0;megjelent;10.0;;;;16.0;;;15.0;2012;K;ősz;14.0;1.0;6.0
17732;Csongrád;Szeged;12.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;2.0;25.0;38.0;megjelent;8.0;;;;24.0;;;14.0;2012;K;ősz;13.0;1.0;16.0
17733;Csongrád;Szeged;12.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;3.0;50.0;75.0;megjelent;18.0;;;;28.0;;;47.0;2012;K;ősz;43.0;4.0;10.0
17734;Csongrád;Szeged;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;41.0;62.0;megjelent;18.0;;;;28.0;;;34.0;2012;K;ősz;32.0;2.0;10.0
17735;Csongrád;Hódmezõvásárhely;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;61.0;92.0;megjelent;12.0;;;;33.0;;;59.0;2012;K;ősz;54.0;5.0;21.0
17736;Csongrád;Szeged;12.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;2.0;30.0;46.0;megjelent;16.0;;;;23.0;;;23.0;2012;K;ősz;20.0;3.0;7.0
17737;Csongrád;Szeged;12.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;3.0;40.0;61.0;megjelent;14.0;;;;25.0;;;36.0;2012;K;ősz;33.0;3.0;11.0
17738;Csongrád;Szentes;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;66.0;100.0;megjelent;20.0;;;;42.0;;;58.0;2012;K;ősz;53.0;5.0;22.0
17739;Csongrád;Szeged;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;60.0;90.0;megjelent;16.0;;;;32.0;;;58.0;2012;K;ősz;53.0;5.0;16.0
17740;Csongrád;Szentes;;-;nõ;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;4.0;60.0;90.0;megjelent;22.0;;;;33.0;;;57.0;2012;K;ősz;52.0;5.0;11.0
17741;Csongrád;Szentes;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;66.0;99.0;megjelent;22.0;;;;39.0;;;60.0;2012;K;ősz;55.0;5.0;17.0
17742;Csongrád;Szeged;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;60.0;90.0;megjelent;14.0;;;;42.0;;;48.0;2012;K;ősz;44.0;4.0;28.0
17743;Csongrád;Szeged;12.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;3.0;46.0;69.0;megjelent;14.0;;;;16.0;;;53.0;2012;K;ősz;48.0;5.0;2.0
17744;Csongrád;Szeged;12.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;2.0;24.0;37.0;megjelent;12.0;;;;18.0;;;19.0;2012;K;ősz;18.0;1.0;6.0
17745;Csongrád;Makó;11.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;4.0;66.0;99.0;megjelent;22.0;;;;41.0;;;58.0;2012;K;ősz;53.0;5.0;19.0
17746;Csongrád;Szeged;12.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;3.0;56.0;84.0;megjelent;16.0;;;;25.0;;;59.0;2012;K;ősz;54.0;5.0;9.0
17747;Csongrád;Szeged;12.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;3.0;40.0;61.0;megjelent;12.0;;;;26.0;;;35.0;2012;K;ősz;32.0;3.0;14.0
17748;Csongrád;Makó;11.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;25.0;38.0;nem jelent meg;;;;;;;;;2012;K;ősz;;;
17749;Csongrád;Szentes;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;82.0;124.0;megjelent;32.0;;;;64.0;;;60.0;2012;K;ősz;55.0;5.0;32.0
17750;Csongrád;Szeged;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;40.0;60.0;megjelent;18.0;;;;27.0;;;33.0;2012;K;ősz;30.0;3.0;9.0
17751;Csongrád;Kistelek;14.0;-;férfi;nappali;fizika;közép;kiegészítõ;-;magyar;;;;nem jelent meg;;;;;;;;;2012;K;ősz;;;
17752;Csongrád;Szeged;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;4.0;62.0;93.0;megjelent;24.0;;;;48.0;;;45.0;2012;K;ősz;40.0;5.0;24.0
17753;Csongrád;Szeged;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;90.0;136.0;megjelent;36.0;;;;84.0;;;52.0;2012;K;ősz;49.0;3.0;48.0
17754;Csongrád;Szeged;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;42.0;64.0;megjelent;16.0;;;;36.0;;;28.0;2012;K;ősz;24.0;4.0;20.0
17755;Csongrád;Szeged;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;93.0;140.0;megjelent;32.0;;;;81.0;;;59.0;2012;K;ősz;55.0;4.0;49.0
17756;Csongrád;Makó;12.0;gimnázium;férfi;felnõttoktatás, esti/levelezõ;fizika;közép;rendes;-;magyar;4.0;63.0;95.0;megjelent;20.0;;;;41.0;;;54.0;2012;K;ősz;50.0;4.0;21.0
17757;Csongrád;Makó;12.0;gimnázium;nõ;felnõttoktatás, esti/levelezõ;fizika;közép;rendes;-;magyar;3.0;44.0;67.0;megjelent;12.0;;;;23.0;;;44.0;2012;K;ősz;40.0;4.0;11.0
17758;Csongrád;Szeged;13.0;-;nõ;felnõttoktatás, esti/levelezõ;fizika;közép;kiegészítõ;-;magyar;;;;nem jelent meg;;;;;;;;;2012;K;ősz;;;
17759;Csongrád;Szeged;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;63.0;95.0;megjelent;14.0;;;;41.0;;;54.0;2012;K;ősz;50.0;4.0;27.0
17760;Csongrád;Szeged;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;3.0;45.0;68.0;megjelent;20.0;;;;45.0;;;23.0;2012;K;ősz;21.0;2.0;25.0
17761;Csongrád;Szeged;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;62.0;93.0;megjelent;22.0;;;;53.0;;;40.0;2012;K;ősz;37.0;3.0;31.0
17762;Csongrád;Szeged;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;64.0;97.0;megjelent;18.0;;;;46.0;;;51.0;2012;K;ősz;47.0;4.0;28.0
17763;Csongrád;Szeged;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;5.0;83.0;125.0;megjelent;26.0;;;;65.0;;;60.0;2012;K;ősz;55.0;5.0;39.0
17764;Csongrád;Szeged;;-;nõ;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;;;;nem jelent meg;;;;;;;;;2012;K;ősz;;;
17765;Csongrád;Makó;12.0;gimnázium;nõ;felnõttoktatás, esti/levelezõ;fizika;közép;rendes;-;magyar;2.0;22.0;33.0;megjelent;6.0;;;;9.0;;;24.0;2012;K;ősz;21.0;3.0;3.0
17766;Csongrád;Szeged;;szakközép;férfi;nincs tanulói jogviszonya;fizika;közép;ismétlõ;-;magyar;4.0;60.0;91.0;megjelent;22.0;;;;42.0;;;49.0;2012;K;ősz;45.0;4.0;20.0
17767;Csongrád;Szeged;;szakközép;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;66.0;100.0;megjelent;26.0;;;;49.0;;;51.0;2012;K;ősz;48.0;3.0;23.0
17768;Csongrád;Szeged;;gimnázium;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;4.0;72.0;108.0;megjelent;28.0;;;;57.0;;;51.0;2012;K;ősz;47.0;4.0;29.0
17769;Csongrád;Szeged;;gimnázium;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;3.0;42.0;64.0;megjelent;8.0;;;;19.0;;;45.0;2012;K;ősz;41.0;4.0;11.0
17770;Csongrád;Szeged;4.0;-;nõ;nappali;fizika;közép;elõrehozott;-;magyar;2.0;30.0;46.0;megjelent;20.0;;;;26.0;;;20.0;2012;K;ősz;18.0;2.0;6.0
17771;Csongrád;Szeged;;szakközép;férfi;nappali;fizika;közép;elõrehozott;-;magyar;3.0;43.0;65.0;megjelent;18.0;;;;32.0;;;33.0;2012;K;ősz;31.0;2.0;14.0
17772;Csongrád;Szeged;;gimnázium;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;4.0;77.0;116.0;megjelent;28.0;;;;56.0;;;60.0;2012;K;ősz;55.0;5.0;28.0
17773;Csongrád;Szeged;;gimnázium;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;3.0;50.0;75.0;megjelent;22.0;;;;47.0;;;28.0;2012;K;ősz;26.0;2.0;25.0
17774;Csongrád;Szeged;;gimnázium;nõ;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;1.0;13.0;20.0;nem jelent meg;;;;;;;;;2012;K;ősz;;;
17775;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;2.0;27.0;41.0;megjelent;8.0;;;;16.0;;;25.0;2012;K;ősz;23.0;2.0;8.0
17776;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;48.0;73.0;megjelent;12.0;;;;25.0;;;48.0;2012;K;ősz;43.0;5.0;13.0
17777;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;2.0;38.0;58.0;megjelent;14.0;;;;26.0;;;32.0;2012;K;ősz;30.0;2.0;12.0
17778;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;42.0;63.0;megjelent;10.0;;;;18.0;;;45.0;2012;K;ősz;42.0;3.0;8.0
17779;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;2.0;35.0;53.0;megjelent;18.0;;;;30.0;;;23.0;2012;K;ősz;20.0;3.0;12.0
17780;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;60.0;91.0;megjelent;18.0;;;;31.0;;;60.0;2012;K;ősz;55.0;5.0;13.0
17781;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;a szóbeli vizsgát írásban teszi le (100/1997. Korm. rend. 37. § (1)-(3));magyar;3.0;50.0;75.0;megjelent;14.0;;;;25.0;;;50.0;2012;K;ősz;46.0;4.0;11.0
17782;Fejér;Székesfehérvár;11.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;90.0;136.0;megjelent;34.0;;;;76.0;;;60.0;2012;K;ősz;55.0;5.0;42.0
17783;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;2.0;38.0;58.0;megjelent;26.0;;;;42.0;;;16.0;2012;K;ősz;14.0;2.0;16.0
17784;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;72.0;109.0;megjelent;26.0;;;;55.0;;;54.0;2012;K;ősz;51.0;3.0;29.0
17785;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;52.0;78.0;megjelent;24.0;;;;43.0;;;35.0;2012;K;ősz;32.0;3.0;19.0
17786;Fejér;Székesfehérvár;12.0;szakközép;nõ;nappali;fizika;közép;elõrehozott;-;magyar;3.0;40.0;60.0;megjelent;26.0;;;;39.0;;;21.0;2012;K;ősz;19.0;2.0;13.0
17787;Fejér;Székesfehérvár;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;5.0;87.0;131.0;megjelent;32.0;;;;71.0;;;60.0;2012;K;ősz;55.0;5.0;39.0
17788;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;46.0;70.0;megjelent;12.0;;;;31.0;;;39.0;2012;K;ősz;36.0;3.0;19.0
17789;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;69.0;104.0;megjelent;24.0;;;;50.0;;;54.0;2012;K;ősz;50.0;4.0;26.0
17790;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;56.0;85.0;megjelent;12.0;;;;29.0;;;56.0;2012;K;ősz;51.0;5.0;17.0
17791;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;53.0;80.0;megjelent;12.0;;;;28.0;;;52.0;2012;K;ősz;47.0;5.0;16.0
17792;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;elõrehozott;-;magyar;3.0;50.0;75.0;megjelent;18.0;;;;29.0;;;46.0;2012;K;ősz;42.0;4.0;11.0
17793;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;elõrehozott;-;magyar;2.0;25.0;38.0;megjelent;12.0;;;;18.0;;;20.0;2012;K;ősz;17.0;3.0;6.0
17794;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;53.0;80.0;megjelent;10.0;;;;25.0;;;55.0;2012;K;ősz;51.0;4.0;15.0
17795;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;60.0;91.0;megjelent;16.0;;;;33.0;;;58.0;2012;K;ősz;53.0;5.0;17.0
17796;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;60.0;90.0;megjelent;12.0;;;;31.0;;;59.0;2012;K;ősz;55.0;4.0;19.0
17797;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;41.0;62.0;megjelent;14.0;;;;15.0;;;47.0;2012;K;ősz;43.0;4.0;1.0
17798;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;74.0;111.0;megjelent;20.0;;;;51.0;;;60.0;2012;K;ősz;55.0;5.0;31.0
17799;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;2.0;28.0;43.0;megjelent;14.0;;;;23.0;;;20.0;2012;K;ősz;18.0;2.0;9.0
17800;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;61.0;92.0;megjelent;18.0;;;;32.0;;;60.0;2012;K;ősz;55.0;5.0;14.0
17801;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;elõrehozott;-;magyar;3.0;43.0;65.0;megjelent;28.0;;;;44.0;;;21.0;2012;K;ősz;19.0;2.0;16.0
17802;Fejér;Dunaújváros;13.0;-;férfi;nappali;fizika;közép;ismétlõ;-;magyar;;;;nem jelent meg;;;;;;;;;2012;K;ősz;;;
17803;Fejér;Székesfehérvár;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;40.0;60.0;megjelent;20.0;;;;35.0;;;25.0;2012;K;ősz;23.0;2.0;15.0
17804;Fejér;Székesfehérvár;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;2.0;37.0;56.0;megjelent;20.0;;;;30.0;;;26.0;2012;K;ősz;23.0;3.0;10.0
17805;Fejér;Kápolnásnyék;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;81.0;122.0;megjelent;26.0;;;;65.0;;;57.0;2012;K;ősz;52.0;5.0;39.0
17806;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;41.0;62.0;megjelent;26.0;;;;48.0;;;14.0;2012;K;ősz;13.0;1.0;22.0
17807;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;40.0;61.0;megjelent;24.0;;;;47.0;;;14.0;2012;K;ősz;26.0;2.0;23.0
17808;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;2.0;37.0;56.0;megjelent;16.0;;;;37.0;;;19.0;2012;K;ősz;17.0;2.0;21.0
17809;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;2.0;36.0;55.0;megjelent;20.0;;;;44.0;;;11.0;2012;K;ősz;10.0;1.0;24.0
17810;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;48.0;72.0;megjelent;22.0;;;;48.0;;;24.0;2012;K;ősz;21.0;3.0;26.0
17811;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;2.0;35.0;53.0;megjelent;14.0;;;;31.0;;;22.0;2012;K;ősz;20.0;2.0;17.0
17812;Fejér;Kápolnásnyék;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;74.0;112.0;megjelent;14.0;;;;55.0;;;57.0;2012;K;ősz;52.0;5.0;41.0
17813;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;42.0;64.0;megjelent;28.0;;;;36.0;;;28.0;2012;K;ősz;25.0;3.0;8.0
17814;Fejér;Székesfehérvár;;gimnázium;nõ;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;5.0;90.0;135.0;megjelent;30.0;;;;77.0;;;58.0;2012;K;ősz;53.0;5.0;47.0
17815;Fejér;Bicske;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;1.0;32.0;48.0;nem jelent meg;;;;;;;;;2012;K;ősz;;;
17816;Fejér;Bicske;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;81.0;122.0;megjelent;34.0;;;;62.0;;;60.0;2012;K;ősz;55.0;5.0;28.0
17817;Fejér;Sárbogárd;12.0;gimnázium;nõ;nappali;fizika;közép;javító;-;magyar;4.0;71.0;107.0;megjelent;28.0;;;;51.0;;;56.0;2012;K;ősz;51.0;5.0;23.0
17818;Fejér;Székesfehérvár;14.0;-;nõ;nappali;fizika;közép;kiegészítõ;-;magyar;1.0;16.0;25.0;nem jelent meg;;;;;;;;;2012;K;ősz;;;
17819;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;elõrehozott;-;magyar;2.0;34.0;52.0;megjelent;14.0;;;;18.0;;;34.0;2012;K;ősz;32.0;2.0;4.0
17820;Fejér;Dunaújváros;12.0;szakközép;férfi;nappali;fizika;közép;elõrehozott;-;magyar;3.0;42.0;63.0;megjelent;14.0;;;;21.0;;;42.0;2012;K;ősz;39.0;3.0;7.0
17821;Fejér;Dunaújváros;;szakközép;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;4.0;66.0;100.0;megjelent;18.0;;;;45.0;;;55.0;2012;K;ősz;50.0;5.0;27.0
17822;Fejér;Székesfehérvár;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;5.0;96.0;144.0;megjelent;36.0;;;;84.0;;;60.0;2012;K;ősz;55.0;5.0;48.0
17823;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;2.0;34.0;52.0;megjelent;22.0;;;;29.0;;;23.0;2012;K;ősz;21.0;2.0;7.0
17824;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;2.0;24.0;37.0;megjelent;16.0;;;;27.0;;;10.0;2012;K;ősz;18.0;2.0;11.0
17825;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;42.0;63.0;megjelent;18.0;;;;36.0;;;27.0;2012;K;ősz;25.0;2.0;18.0
17826;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;76.0;115.0;megjelent;26.0;;;;55.0;;;60.0;2012;K;ősz;55.0;5.0;29.0
17827;Fejér;Székesfehérvár;12.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;63.0;95.0;megjelent;20.0;;;;35.0;;;60.0;2012;K;ősz;55.0;5.0;15.0
17828;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;40.0;60.0;megjelent;18.0;;;;24.0;;;36.0;2012;K;ősz;33.0;3.0;6.0
17829;Fejér;Székesfehérvár;12.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;60.0;90.0;megjelent;18.0;;;;33.0;;;57.0;2012;K;ősz;52.0;5.0;15.0
17830;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;2.0;32.0;48.0;megjelent;14.0;;;;25.0;;;23.0;2012;K;ősz;21.0;2.0;11.0
17831;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;72.0;108.0;megjelent;24.0;;;;48.0;;;60.0;2012;K;ősz;55.0;5.0;24.0
17832;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;53.0;80.0;megjelent;16.0;;;;32.0;;;48.0;2012;K;ősz;45.0;3.0;16.0
17833;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;71.0;107.0;megjelent;24.0;;;;52.0;;;55.0;2012;K;ősz;52.0;3.0;28.0
17834;Fejér;Dunaújváros;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;70.0;105.0;megjelent;20.0;;;;45.0;;;60.0;2012;K;ősz;55.0;5.0;25.0
17835;Fejér;Dunaújváros;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;87.0;131.0;megjelent;28.0;;;;71.0;;;60.0;2012;K;ősz;55.0;5.0;43.0
17836;Fejér;Székesfehérvár;12.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;60.0;90.0;megjelent;12.0;;;;31.0;;;59.0;2012;K;ősz;54.0;5.0;19.0
17837;Fejér;Székesfehérvár;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;85.0;128.0;megjelent;28.0;;;;68.0;;;60.0;2012;K;ősz;55.0;5.0;40.0
