# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-03-07 06:49:31 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01646500 POTOMAC RIVER NEAR WASH, DC LITTLE FALLS PUMP STA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01646500
#            TS   parameter     Description
#         69928       00060     Discharge, cubic feet per second
#         69929       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	69928_00060	69928_00060_cd	69929_00065	69929_00065_cd
USGS	01646500	2019-12-18 06:15	EST	15100	A	4.46	A
USGS	01646500	2019-12-18 06:30	EST	15200	A	4.47	A
USGS	01646500	2019-12-18 06:45	EST	15300	A	4.48	A
USGS	01646500	2019-12-18 07:00	EST	15400	A	4.49	A
USGS	01646500	2019-12-18 07:15	EST	15500	A	4.50	A
USGS	01646500	2019-12-18 07:30	EST	15500	A	4.50	A
USGS	01646500	2019-12-18 07:45	EST	15500	A	4.50	A
USGS	01646500	2019-12-18 08:00	EST	15600	A	4.51	A
USGS	01646500	2019-12-18 08:15	EST	15600	A	4.51	A
USGS	01646500	2019-12-18 08:30	EST	15800	A	4.52	A
USGS	01646500	2019-12-18 08:45	EST	15800	A	4.52	A
USGS	01646500	2019-12-18 09:00	EST	15800	A	4.52	A
USGS	01646500	2019-12-18 09:15	EST	15900	A	4.53	A
USGS	01646500	2019-12-18 09:30	EST	15900	A	4.53	A
USGS	01646500	2019-12-18 09:45	EST	15900	A	4.53	A
USGS	01646500	2019-12-18 10:00	EST	15900	A	4.53	A
USGS	01646500	2019-12-18 10:15	EST	16000	A	4.54	A
USGS	01646500	2019-12-18 10:30	EST	16000	A	4.54	A
USGS	01646500	2019-12-18 10:45	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 11:00	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 11:15	EST	16200	A	4.56	A
USGS	01646500	2019-12-18 11:30	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 11:45	EST	16000	A	4.54	A
USGS	01646500	2019-12-18 12:00	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 12:15	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 12:30	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 13:00	EST	16000	A	4.54	A
USGS	01646500	2019-12-18 13:15	EST	16000	A	4.54	A
USGS	01646500	2019-12-18 13:30	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 13:45	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 14:00	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 14:15	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 14:30	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 14:45	EST	16000	A	4.54	A
USGS	01646500	2019-12-18 15:00	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 15:15	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 15:30	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 15:45	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 16:00	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 16:15	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 16:30	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 16:45	EST	16000	A	4.54	A
USGS	01646500	2019-12-18 17:00	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 17:15	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 17:30	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 17:45	EST	16000	A	4.54	A
USGS	01646500	2019-12-18 18:00	EST	16100	A	4.55	A
USGS	01646500	2019-12-18 18:15	EST	15900	A	4.53	A
USGS	01646500	2019-12-18 18:30	EST	15900	A	4.53	A
USGS	01646500	2019-12-18 18:45	EST	15900	A	4.53	A
USGS	01646500	2019-12-18 19:00	EST	15900	A	4.53	A
USGS	01646500	2019-12-18 19:15	EST	15900	A	4.53	A
USGS	01646500	2019-12-18 19:30	EST	15900	A	4.53	A
USGS	01646500	2019-12-18 19:45	EST	15500	A	4.50	A
USGS	01646500	2019-12-18 20:00	EST	15600	A	4.51	A
USGS	01646500	2019-12-18 20:15	EST	15600	A	4.51	A
USGS	01646500	2019-12-18 20:30	EST	15900	A	4.53	A
USGS	01646500	2019-12-18 20:45	EST	15600	A	4.51	A
USGS	01646500	2019-12-18 21:00	EST	15600	A	4.51	A
USGS	01646500	2019-12-18 21:15	EST	15800	A	4.52	A
USGS	01646500	2019-12-18 21:30	EST	15800	A	4.52	A
USGS	01646500	2019-12-18 21:45	EST	15900	A	4.53	A
USGS	01646500	2019-12-18 22:00	EST	15600	A	4.51	A
USGS	01646500	2019-12-18 22:15	EST	15600	A	4.51	A
USGS	01646500	2019-12-18 22:30	EST	15800	A	4.52	A
USGS	01646500	2019-12-18 22:45	EST	15500	A	4.50	A
USGS	01646500	2019-12-18 23:00	EST	15600	A	4.51	A
USGS	01646500	2019-12-18 23:15	EST	15600	A	4.51	A
USGS	01646500	2019-12-18 23:30	EST	15200	A	4.47	A
USGS	01646500	2019-12-18 23:45	EST	15400	A	4.49	A
USGS	01646500	2019-12-19 00:00	EST	15400	A	4.49	A
USGS	01646500	2019-12-19 00:15	EST	15500	A	4.50	A
USGS	01646500	2019-12-19 00:30	EST	15600	A	4.51	A
USGS	01646500	2019-12-19 00:45	EST	15500	A	4.50	A
USGS	01646500	2019-12-19 01:00	EST	15500	A	4.50	A
USGS	01646500	2019-12-19 01:15	EST	15500	A	4.50	A
USGS	01646500	2019-12-19 01:30	EST	15600	A	4.51	A
USGS	01646500	2019-12-19 01:45	EST	15500	A	4.50	A
USGS	01646500	2019-12-19 02:00	EST	15600	A	4.51	A
USGS	01646500	2019-12-19 02:15	EST	15500	A	4.50	A
USGS	01646500	2019-12-19 02:30	EST	15500	A	4.50	A
USGS	01646500	2019-12-19 02:45	EST	15600	A	4.51	A
USGS	01646500	2019-12-19 03:00	EST	15600	A	4.51	A
USGS	01646500	2019-12-19 03:15	EST	15600	A	4.51	A
USGS	01646500	2019-12-19 03:30	EST	15500	A	4.50	A
USGS	01646500	2019-12-19 03:45	EST	15600	A	4.51	A
USGS	01646500	2019-12-19 04:00	EST	15800	A	4.52	A
USGS	01646500	2019-12-19 04:15	EST	15800	A	4.52	A
USGS	01646500	2019-12-19 04:30	EST	15800	A	4.52	A
USGS	01646500	2019-12-19 04:45	EST	15800	A	4.52	A
USGS	01646500	2019-12-19 05:00	EST	15900	A	4.53	A
USGS	01646500	2019-12-19 05:15	EST	15800	A	4.52	A
USGS	01646500	2019-12-19 05:30	EST	15900	A	4.53	A
USGS	01646500	2019-12-19 05:45	EST	15900	A	4.53	A
USGS	01646500	2019-12-19 06:00	EST	15900	A	4.53	A
USGS	01646500	2019-12-19 06:15	EST	15900	A	4.53	A
USGS	01646500	2019-12-19 06:30	EST	15900	A	4.53	A
USGS	01646500	2019-12-19 06:45	EST	15900	A	4.53	A
USGS	01646500	2019-12-19 07:00	EST	15900	A	4.53	A
USGS	01646500	2019-12-19 07:15	EST	15900	A	4.53	A
USGS	01646500	2019-12-19 07:30	EST	16000	A	4.54	A
USGS	01646500	2019-12-19 07:45	EST	16000	A	4.54	A
USGS	01646500	2019-12-19 08:00	EST	16100	A	4.55	A
USGS	01646500	2019-12-19 08:15	EST	16000	A	4.54	A
USGS	01646500	2019-12-19 08:30	EST	16100	A	4.55	A
USGS	01646500	2019-12-19 08:45	EST	16000	A	4.54	A
USGS	01646500	2019-12-19 09:00	EST	16100	A	4.55	A
USGS	01646500	2019-12-19 09:15	EST	16100	A	4.55	A
USGS	01646500	2019-12-19 09:30	EST	16100	A	4.55	A
USGS	01646500	2019-12-19 09:45	EST	16100	A	4.55	A
USGS	01646500	2019-12-19 10:00	EST	16200	A	4.56	A
USGS	01646500	2019-12-19 10:15	EST	16200	A	4.56	A
USGS	01646500	2019-12-19 10:30	EST	16200	A	4.56	A
USGS	01646500	2019-12-19 10:45	EST	16200	A	4.56	A
USGS	01646500	2019-12-19 11:00	EST	16200	A	4.56	A
USGS	01646500	2019-12-19 11:15	EST	16300	A	4.57	A
USGS	01646500	2019-12-19 11:30	EST	16200	A	4.56	A
USGS	01646500	2019-12-19 11:45	EST	16300	A	4.57	A
USGS	01646500	2019-12-19 12:00	EST	16300	A	4.57	A
USGS	01646500	2019-12-19 12:15	EST	16200	A	4.56	A
USGS	01646500	2019-12-19 12:30	EST	16300	A	4.57	A
USGS	01646500	2019-12-19 12:45	EST	16500	A	4.58	A
USGS	01646500	2019-12-19 13:00	EST	16600	A	4.59	A
USGS	01646500	2019-12-19 13:15	EST	16500	A	4.58	A
USGS	01646500	2019-12-19 13:30	EST	16500	A	4.58	A
USGS	01646500	2019-12-19 13:45	EST	16600	A	4.59	A
USGS	01646500	2019-12-19 14:00	EST	16600	A	4.59	A
USGS	01646500	2019-12-19 14:15	EST	16600	A	4.59	A
USGS	01646500	2019-12-19 14:30	EST	16700	A	4.60	A
USGS	01646500	2019-12-19 14:45	EST	16600	A	4.59	A
USGS	01646500	2019-12-19 15:00	EST	16700	A	4.60	A
USGS	01646500	2019-12-19 15:15	EST	16700	A	4.60	A
USGS	01646500	2019-12-19 15:30	EST	16700	A	4.60	A
USGS	01646500	2019-12-19 15:45	EST	16700	A	4.60	A
USGS	01646500	2019-12-19 16:00	EST	16800	A	4.61	A
USGS	01646500	2019-12-19 16:15	EST	16700	A	4.60	A
USGS	01646500	2019-12-19 16:30	EST	16700	A	4.60	A
USGS	01646500	2019-12-19 16:45	EST	16800	A	4.61	A
USGS	01646500	2019-12-19 17:00	EST	16700	A	4.60	A
USGS	01646500	2019-12-19 17:15	EST	16800	A	4.61	A
USGS	01646500	2019-12-19 17:30	EST	16800	A	4.61	A
USGS	01646500	2019-12-19 17:45	EST	16800	A	4.61	A
USGS	01646500	2019-12-19 18:00	EST	16800	A	4.61	A
USGS	01646500	2019-12-19 18:15	EST	16800	A	4.61	A
USGS	01646500	2019-12-19 18:30	EST	16800	A	4.61	A
USGS	01646500	2019-12-19 18:45	EST	16800	A	4.61	A
USGS	01646500	2019-12-19 19:00	EST	16800	A	4.61	A
USGS	01646500	2019-12-19 19:15	EST	16800	A	4.61	A
USGS	01646500	2019-12-19 19:30	EST	16900	A	4.62	A
USGS	01646500	2019-12-19 19:45	EST	16900	A	4.62	A
USGS	01646500	2019-12-19 20:00	EST	16900	A	4.62	A
USGS	01646500	2019-12-19 20:15	EST	16900	A	4.62	A
USGS	01646500	2019-12-19 20:30	EST	16900	A	4.62	A
USGS	01646500	2019-12-19 20:45	EST	16900	A	4.62	A
USGS	01646500	2019-12-19 21:00	EST	16900	A	4.62	A
USGS	01646500	2019-12-19 21:15	EST	17100	A	4.63	A
USGS	01646500	2019-12-19 21:30	EST	17100	A	4.63	A
USGS	01646500	2019-12-19 21:45	EST	17100	A	4.63	A
USGS	01646500	2019-12-19 22:00	EST	17100	A	4.63	A
USGS	01646500	2019-12-19 22:15	EST	17100	A	4.63	A
USGS	01646500	2019-12-19 22:30	EST	17100	A	4.63	A
USGS	01646500	2019-12-19 22:45	EST	17100	A	4.63	A
USGS	01646500	2019-12-19 23:00	EST	17200	A	4.64	A
USGS	01646500	2019-12-19 23:15	EST	17200	A	4.64	A
USGS	01646500	2019-12-19 23:30	EST	17100	A	4.63	A
USGS	01646500	2019-12-19 23:45	EST	17200	A	4.64	A
USGS	01646500	2019-12-20 00:00	EST	17200	A	4.64	A
USGS	01646500	2019-12-20 00:15	EST	17200	A	4.64	A
USGS	01646500	2019-12-20 00:30	EST	17200	A	4.64	A
USGS	01646500	2019-12-20 00:45	EST	17300	A	4.65	A
USGS	01646500	2019-12-20 01:00	EST	17300	A	4.65	A
USGS	01646500	2019-12-20 01:15	EST	17300	A	4.65	A
USGS	01646500	2019-12-20 01:30	EST	17300	A	4.65	A
USGS	01646500	2019-12-20 01:45	EST	17300	A	4.65	A
USGS	01646500	2019-12-20 02:00	EST	17300	A	4.65	A
USGS	01646500	2019-12-20 02:15	EST	17300	A	4.65	A
USGS	01646500	2019-12-20 02:30	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 02:45	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 03:00	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 03:15	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 03:30	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 03:45	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 04:00	EST	17500	A	4.67	A
USGS	01646500	2019-12-20 04:15	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 04:30	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 04:45	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 05:00	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 05:15	EST	17500	A	4.67	A
USGS	01646500	2019-12-20 05:30	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 05:45	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 06:00	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 06:15	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 06:30	EST	17500	A	4.67	A
USGS	01646500	2019-12-20 06:45	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 07:00	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 07:15	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 07:30	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 07:45	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 08:00	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 08:15	EST	17400	A	4.66	A
USGS	01646500	2019-12-20 08:30	EST	17300	A	4.65	A
USGS	01646500	2019-12-20 08:45	EST	17300	A	4.65	A
USGS	01646500	2019-12-20 09:00	EST	17300	A	4.65	A
USGS	01646500	2019-12-20 09:15	EST	17300	A	4.65	A
USGS	01646500	2019-12-20 09:30	EST	17300	A	4.65	A
USGS	01646500	2019-12-20 09:45	EST	17300	A	4.65	A
USGS	01646500	2019-12-20 10:00	EST	17300	A	4.65	A
USGS	01646500	2019-12-20 10:15	EST	17200	A	4.64	A
USGS	01646500	2019-12-20 10:30	EST	17200	A	4.64	A
USGS	01646500	2019-12-20 10:45	EST	17200	A	4.64	A
USGS	01646500	2019-12-20 11:00	EST	17100	A	4.63	A
USGS	01646500	2019-12-20 11:15	EST	17100	A	4.63	A
USGS	01646500	2019-12-20 11:30	EST	17100	A	4.63	A
USGS	01646500	2019-12-20 11:45	EST	16900	A	4.62	A
USGS	01646500	2019-12-20 12:00	EST	17100	A	4.63	A
USGS	01646500	2019-12-20 12:15	EST	16900	A	4.62	A
USGS	01646500	2019-12-20 12:30	EST	16900	A	4.62	A
USGS	01646500	2019-12-20 12:45	EST	16900	A	4.62	A
USGS	01646500	2019-12-20 13:00	EST	16900	A	4.62	A
USGS	01646500	2019-12-20 13:15	EST	16800	A	4.61	A
USGS	01646500	2019-12-20 13:30	EST	16800	A	4.61	A
USGS	01646500	2019-12-20 13:45	EST	16700	A	4.60	A
USGS	01646500	2019-12-20 14:00	EST	16700	A	4.60	A
USGS	01646500	2019-12-20 14:15	EST	16600	A	4.59	A
USGS	01646500	2019-12-20 14:30	EST	16700	A	4.60	A
USGS	01646500	2019-12-20 14:45	EST	16600	A	4.59	A
USGS	01646500	2019-12-20 15:00	EST	16600	A	4.59	A
USGS	01646500	2019-12-20 15:15	EST	16500	A	4.58	A
USGS	01646500	2019-12-20 15:30	EST	16500	A	4.58	A
USGS	01646500	2019-12-20 15:45	EST	16300	A	4.57	A
USGS	01646500	2019-12-20 16:00	EST	16300	A	4.57	A
USGS	01646500	2019-12-20 16:15	EST	16300	A	4.57	A
USGS	01646500	2019-12-20 16:30	EST	16200	A	4.56	A
USGS	01646500	2019-12-20 16:45	EST	16100	A	4.55	A
USGS	01646500	2019-12-20 17:00	EST	16100	A	4.55	A
USGS	01646500	2019-12-20 17:15	EST	16100	A	4.55	A
USGS	01646500	2019-12-20 17:30	EST	16000	A	4.54	A
USGS	01646500	2019-12-20 17:45	EST	16000	A	4.54	A
USGS	01646500	2019-12-20 18:00	EST	16000	A	4.54	A
USGS	01646500	2019-12-20 18:15	EST	16000	A	4.54	A
USGS	01646500	2019-12-20 18:30	EST	15900	A	4.53	A
USGS	01646500	2019-12-20 18:45	EST	15900	A	4.53	A
USGS	01646500	2019-12-20 19:00	EST	15800	A	4.52	A
USGS	01646500	2019-12-20 19:15	EST	15800	A	4.52	A
USGS	01646500	2019-12-20 19:30	EST	15600	A	4.51	A
USGS	01646500	2019-12-20 19:45	EST	15600	A	4.51	A
USGS	01646500	2019-12-20 20:00	EST	15600	A	4.51	A
USGS	01646500	2019-12-20 20:15	EST	15500	A	4.50	A
USGS	01646500	2019-12-20 20:30	EST	15500	A	4.50	A
USGS	01646500	2019-12-20 20:45	EST	15500	A	4.50	A
USGS	01646500	2019-12-20 21:00	EST	15400	A	4.49	A
USGS	01646500	2019-12-20 21:15	EST	15400	A	4.49	A
USGS	01646500	2019-12-20 21:30	EST	15400	A	4.49	A
USGS	01646500	2019-12-20 21:45	EST	15300	A	4.48	A
USGS	01646500	2019-12-20 22:00	EST	15300	A	4.48	A
USGS	01646500	2019-12-20 22:15	EST	15200	A	4.47	A
USGS	01646500	2019-12-20 22:30	EST	15200	A	4.47	A
USGS	01646500	2019-12-20 22:45	EST	15200	A	4.47	A
USGS	01646500	2019-12-20 23:00	EST	15100	A	4.46	A
USGS	01646500	2019-12-20 23:15	EST	15100	A	4.46	A
USGS	01646500	2019-12-20 23:30	EST	15100	A	4.46	A
USGS	01646500	2019-12-20 23:45	EST	15000	A	4.45	A
USGS	01646500	2019-12-21 00:00	EST	15000	A	4.45	A
USGS	01646500	2019-12-21 00:15	EST	14900	A	4.44	A
USGS	01646500	2019-12-21 00:30	EST	14900	A	4.44	A
USGS	01646500	2019-12-21 00:45	EST	14700	A	4.43	A
USGS	01646500	2019-12-21 01:00	EST	14700	A	4.43	A
USGS	01646500	2019-12-21 01:15	EST	14700	A	4.43	A
USGS	01646500	2019-12-21 01:30	EST	14600	A	4.42	A
USGS	01646500	2019-12-21 01:45	EST	14600	A	4.42	A
USGS	01646500	2019-12-21 02:00	EST	14500	A	4.41	A
USGS	01646500	2019-12-21 02:15	EST	14500	A	4.41	A
USGS	01646500	2019-12-21 02:30	EST	14500	A	4.41	A
USGS	01646500	2019-12-21 02:45	EST	14500	A	4.41	A
USGS	01646500	2019-12-21 03:00	EST	14400	A	4.40	A
USGS	01646500	2019-12-21 03:15	EST	14400	A	4.40	A
USGS	01646500	2019-12-21 03:30	EST	14300	A	4.39	A
USGS	01646500	2019-12-21 03:45	EST	14300	A	4.39	A
USGS	01646500	2019-12-21 04:00	EST	14200	A	4.38	A
USGS	01646500	2019-12-21 04:15	EST	14300	A	4.39	A
USGS	01646500	2019-12-21 04:30	EST	14200	A	4.38	A
USGS	01646500	2019-12-21 04:45	EST	14200	A	4.38	A
USGS	01646500	2019-12-21 05:00	EST	14100	A	4.37	A
USGS	01646500	2019-12-21 05:15	EST	14100	A	4.37	A
USGS	01646500	2019-12-21 05:30	EST	14100	A	4.37	A
USGS	01646500	2019-12-21 05:45	EST	14000	A	4.36	A
USGS	01646500	2019-12-21 06:00	EST	14000	A	4.36	A
USGS	01646500	2019-12-21 06:15	EST	14000	A	4.36	A
USGS	01646500	2019-12-21 06:30	EST	13900	A	4.35	A
USGS	01646500	2019-12-21 06:45	EST	13900	A	4.35	A
USGS	01646500	2019-12-21 07:00	EST	13900	A	4.35	A
USGS	01646500	2019-12-21 07:15	EST	13700	A	4.34	A
USGS	01646500	2019-12-21 07:30	EST	13700	A	4.34	A
USGS	01646500	2019-12-21 07:45	EST	13700	A	4.34	A
USGS	01646500	2019-12-21 08:00	EST	13600	A	4.33	A
USGS	01646500	2019-12-21 08:15	EST	13600	A	4.33	A
USGS	01646500	2019-12-21 08:30	EST	13600	A	4.33	A
USGS	01646500	2019-12-21 08:45	EST	13500	A	4.32	A
USGS	01646500	2019-12-21 09:00	EST	13500	A	4.32	A
USGS	01646500	2019-12-21 09:15	EST	13500	A	4.32	A
USGS	01646500	2019-12-21 09:30	EST	13400	A	4.31	A
USGS	01646500	2019-12-21 09:45	EST	13400	A	4.31	A
USGS	01646500	2019-12-21 10:00	EST	13300	A	4.30	A
USGS	01646500	2019-12-21 10:15	EST	13300	A	4.30	A
USGS	01646500	2019-12-21 10:30	EST	13300	A	4.30	A
USGS	01646500	2019-12-21 10:45	EST	13200	A	4.29	A
USGS	01646500	2019-12-21 11:00	EST	13200	A	4.30	A
USGS	01646500	2019-12-21 11:15	EST	13200	A	4.30	A
USGS	01646500	2019-12-21 11:30	EST	13100	A	4.29	A
USGS	01646500	2019-12-21 11:45	EST	13100	A	4.29	A
USGS	01646500	2019-12-21 12:00	EST	13000	A	4.28	A
USGS	01646500	2019-12-21 12:15	EST	13000	A	4.28	A
USGS	01646500	2019-12-21 12:30	EST	13000	A	4.28	A
USGS	01646500	2019-12-21 12:45	EST	12900	A	4.27	A
USGS	01646500	2019-12-21 13:00	EST	12900	A	4.27	A
USGS	01646500	2019-12-21 13:15	EST	12800	A	4.26	A
USGS	01646500	2019-12-21 13:30	EST	12800	A	4.26	A
USGS	01646500	2019-12-21 13:45	EST	12700	A	4.25	A
USGS	01646500	2019-12-21 14:00	EST	12700	A	4.25	A
USGS	01646500	2019-12-21 14:15	EST	12700	A	4.25	A
USGS	01646500	2019-12-21 14:30	EST	12600	A	4.24	A
USGS	01646500	2019-12-21 14:45	EST	12600	A	4.24	A
USGS	01646500	2019-12-21 15:00	EST	12600	A	4.24	A
USGS	01646500	2019-12-21 15:15	EST	12500	A	4.23	A
USGS	01646500	2019-12-21 15:30	EST	12500	A	4.23	A
USGS	01646500	2019-12-21 15:45	EST	12500	A	4.23	A
USGS	01646500	2019-12-21 16:00	EST	12400	A	4.22	A
USGS	01646500	2019-12-21 16:15	EST	12400	A	4.22	A
USGS	01646500	2019-12-21 16:30	EST	12300	A	4.21	A
USGS	01646500	2019-12-21 16:45	EST	12300	A	4.21	A
USGS	01646500	2019-12-21 17:00	EST	12300	A	4.21	A
USGS	01646500	2019-12-21 17:15	EST	12300	A	4.21	A
USGS	01646500	2019-12-21 17:30	EST	12200	A	4.20	A
USGS	01646500	2019-12-21 17:45	EST	12200	A	4.20	A
USGS	01646500	2019-12-21 18:00	EST	12100	A	4.19	A
USGS	01646500	2019-12-21 18:15	EST	12100	A	4.19	A
USGS	01646500	2019-12-21 18:30	EST	12100	A	4.19	A
USGS	01646500	2019-12-21 18:45	EST	12000	A	4.18	A
USGS	01646500	2019-12-21 19:00	EST	12000	A	4.18	A
USGS	01646500	2019-12-21 19:15	EST	11900	A	4.17	A
USGS	01646500	2019-12-21 19:30	EST	11900	A	4.17	A
USGS	01646500	2019-12-21 19:45	EST	11900	A	4.17	A
USGS	01646500	2019-12-21 20:00	EST	11900	A	4.17	A
USGS	01646500	2019-12-21 20:15	EST	11800	A	4.16	A
USGS	01646500	2019-12-21 20:30	EST	11800	A	4.16	A
USGS	01646500	2019-12-21 20:45	EST	11800	A	4.16	A
USGS	01646500	2019-12-21 21:00	EST	11700	A	4.15	A
USGS	01646500	2019-12-21 21:15	EST	11700	A	4.15	A
USGS	01646500	2019-12-21 21:30	EST	11700	A	4.15	A
USGS	01646500	2019-12-21 21:45	EST	11700	A	4.15	A
USGS	01646500	2019-12-21 22:00	EST	11600	A	4.14	A
USGS	01646500	2019-12-21 22:15	EST	11600	A	4.14	A
USGS	01646500	2019-12-21 22:30	EST	11600	A	4.14	A
USGS	01646500	2019-12-21 22:45	EST	11500	A	4.13	A
USGS	01646500	2019-12-21 23:00	EST	11500	A	4.13	A
USGS	01646500	2019-12-21 23:15	EST	11500	A	4.13	A
USGS	01646500	2019-12-21 23:30	EST	11400	A	4.12	A
USGS	01646500	2019-12-21 23:45	EST	11500	A	4.13	A
USGS	01646500	2019-12-22 00:00	EST	11400	A	4.12	A
USGS	01646500	2019-12-22 00:15	EST	11400	A	4.12	A
USGS	01646500	2019-12-22 00:30	EST	11400	A	4.12	A
USGS	01646500	2019-12-22 00:45	EST	11400	A	4.12	A
USGS	01646500	2019-12-22 01:00	EST	11300	A	4.11	A
USGS	01646500	2019-12-22 01:15	EST	11300	A	4.11	A
USGS	01646500	2019-12-22 01:30	EST	11300	A	4.11	A
USGS	01646500	2019-12-22 01:45	EST	11300	A	4.11	A
USGS	01646500	2019-12-22 02:00	EST	11300	A	4.11	A
USGS	01646500	2019-12-22 02:15	EST	11200	A	4.10	A
USGS	01646500	2019-12-22 02:30	EST	11200	A	4.10	A
USGS	01646500	2019-12-22 02:45	EST	11200	A	4.10	A
USGS	01646500	2019-12-22 03:00	EST	11200	A	4.10	A
USGS	01646500	2019-12-22 03:15	EST	11200	A	4.10	A
USGS	01646500	2019-12-22 03:30	EST	11100	A	4.09	A
USGS	01646500	2019-12-22 03:45	EST	11100	A	4.09	A
USGS	01646500	2019-12-22 04:00	EST	11100	A	4.09	A
USGS	01646500	2019-12-22 04:15	EST	11000	A	4.08	A
USGS	01646500	2019-12-22 04:30	EST	11100	A	4.09	A
USGS	01646500	2019-12-22 04:45	EST	11000	A	4.08	A
USGS	01646500	2019-12-22 05:00	EST	11000	A	4.08	A
USGS	01646500	2019-12-22 05:15	EST	11000	A	4.08	A
USGS	01646500	2019-12-22 05:30	EST	10900	A	4.07	A
USGS	01646500	2019-12-22 05:45	EST	10900	A	4.07	A
USGS	01646500	2019-12-22 06:00	EST	10900	A	4.07	A
USGS	01646500	2019-12-22 06:15	EST	10900	A	4.07	A
USGS	01646500	2019-12-22 06:30	EST	10800	A	4.06	A
USGS	01646500	2019-12-22 06:45	EST	10800	A	4.06	A
USGS	01646500	2019-12-22 07:00	EST	10800	A	4.06	A
USGS	01646500	2019-12-22 07:15	EST	10800	A	4.06	A
USGS	01646500	2019-12-22 07:30	EST	10700	A	4.05	A
USGS	01646500	2019-12-22 07:45	EST	10800	A	4.06	A
USGS	01646500	2019-12-22 08:00	EST	10700	A	4.05	A
USGS	01646500	2019-12-22 08:15	EST	10700	A	4.05	A
USGS	01646500	2019-12-22 08:30	EST	10700	A	4.05	A
USGS	01646500	2019-12-22 08:45	EST	10700	A	4.05	A
USGS	01646500	2019-12-22 09:00	EST	10600	A	4.04	A
USGS	01646500	2019-12-22 09:15	EST	10600	A	4.04	A
USGS	01646500	2019-12-22 09:30	EST	10500	A	4.03	A
USGS	01646500	2019-12-22 09:45	EST	10600	A	4.04	A
USGS	01646500	2019-12-22 10:00	EST	10500	A	4.03	A
USGS	01646500	2019-12-22 10:15	EST	10500	A	4.03	A
USGS	01646500	2019-12-22 10:30	EST	10500	A	4.03	A
USGS	01646500	2019-12-22 10:45	EST	10400	A	4.02	A
USGS	01646500	2019-12-22 11:00	EST	10400	A	4.02	A
USGS	01646500	2019-12-22 11:15	EST	10400	A	4.02	A
USGS	01646500	2019-12-22 11:30	EST	10400	A	4.02	A
USGS	01646500	2019-12-22 11:45	EST	10400	A	4.02	A
USGS	01646500	2019-12-22 12:00	EST	10300	A	4.01	A
